ID	Product
23	Frozen_Sausage_Pizza
23	Plums
23	flav_Fruit_Bars
23	Jelly_Filled_Donuts
23	Hot_Chicken_Wings
23	Vegetable_Soup
23	Sour_Cream
23	English_Muffins
23	Corn_Chips
23	Hot_Dogs
23	Cranberry_Juice
23	Popcorn_Salt
23	Tomatoes
23	Eggs
23	White_Bread
23	Cheese_Spread
23	Diet_Cola
23	Apples
23	Regular_Hamburger
23	Sunglasses
23	Microwave_Popcorn
23	Toothpaste
23	Mandarin_Oranges
23	Pretzels
23	Canned_Tuna
23	Licorice
23	Frozen_Peas
23	Orange_flav_Fruit_Bars
23	Cheese
23	Sliced_Turkey
23	Sliced_Chicken
23	Sponge
23	Oven_Cleaner
23	Sweet_Relish
23	Cheese_Dip
23	Corned_Beef
23	Blueberry_Yogurt
23	Mixed_Vegetables
23	Tuna_Spread
23	Toilet_Paper
23	White_Zinfandel_Wine
23	Whole_Milk
23	Graham_Crackers
23	Scissors
23	Muffins
23	Baked_Beans
23	Hair_Brush
23	BBQ_Potato_Chips
23	Wood_Polish
23	Squash
23	flav_Ice
23	Grits
23	Potatoes
24	Sesame_Oil
25	98pct_Fat_Free_Hamburger
25	Sugar_Cookies
25	Diet_Soda
25	Salsa_Dip
25	Buttered_Popcorn
25	Mouthwash
25	Sugar
25	Smoked_Turkey_Sliced
25	Red_Wine
25	Lettuce
25	Honey_Roasted_Peanuts
25	Frozen_Cheese_Pizza
25	Manicotti
25	Green_Pepper
25	Canned_Peas
25	Apple_Sauce
25	Corn_Oil
25	Brown_Sugar
25	Apple_Soda
25	Strawberry_Preserves
25	Pepperoni_Pizza_-_Frozen
25	Hot_Dogs
25	Cranberry_Juice
25	Shampoo
25	Pancake_Mix
25	2pct_Milk
25	Vanilla_Wafers
25	Tomatoes
25	Vegetable_Oil
25	Eggs
25	Hot_Chocolate
25	Napkins
25	Blueberry_Waffles
25	White_Bread
25	Sharp_Cheddar_Cheese
25	Cola
25	Turkey_Noodle_Soup
25	Import_Beer
25	Hot_Dog_Buns
25	Apple_Jam
25	Fruit_Drink
25	French_Roast_Coffee
25	Mandarin_Oranges
25	Mango_Drink
25	Taco_Salad
25	Ramen_Noodles
25	Orange_flav_Fruit_Bars
25	Cheese
25	Polish_Sausage
25	Domestic_Beer
25	Chicken_TV_Dinner
25	Tissues
25	Garlic
25	Donuts
25	Sliced_Turkey
25	Ranch_Dip
25	Frozen_Corn
25	Sweet_Relish
25	Cheese_Dip
25	Chicken_Noodle_Soup
25	Mixed_Vegetables
25	Souring_Pads
25	Toilet_Paper
25	Columbian_Coffee
25	Ravioli
25	White_Zinfandel_Wine
25	Cream_Cheese
25	Hair_Brush
25	Grapefruit_Juice
25	Provolone_Cheese
25	Aspirin
25	Sweet_Potatoes
25	Potatoes
26	Hair_Conditioner
26	100_Watt_Lightbulb
26	Wash_Towels
26	Grape_Jam
26	Mandarin_Oranges
26	Sesame_Crackers
26	Garlic
27	Creamed_Corn
28	Hair_Conditioner
28	Lemons
28	98pct_Fat_Free_Hamburger
28	Onions
28	Dishwasher_Detergent
28	Ice_Cream
28	Cottage_Cheese
28	Potato_Chips
28	Diet_Soda
28	D_Cell_Batteries
28	Paper_Towels
28	Screw_Driver
28	Sesame_Oil
28	60_Watt_Lightbulb
28	Chardonnay_Wine
28	Blueberry_Muffins
28	Chablis_Wine
28	Cantaloupe
28	Cat_Food
28	Strawberry_Jam
28	Corn_Oil
28	Mushroom_Pizza_-_Frozen
28	Sour_Cream
28	English_Muffins
28	Strawberry_Preserves
28	Pepperoni_Pizza_-_Frozen
28	Trash_Bags
28	Grape_Juice
28	Frozen_Shrimp
28	Cranberry_Juice
28	Pancake_Mix
28	Bologna
28	2pct_Milk
28	Daily_Newspaper
28	Popcorn_Salt
28	Vegetable_Oil
28	Chicken_Soup
28	Eggs
28	Oatmeal
28	Napkins
28	White_Bread
28	Cheese_Spread
28	Fudge_Cookies
28	Chicken_Breast_-_Frozen
28	Diet_Cola
28	Limes
28	Sharp_Cheddar_Cheese
28	Dried_Apricots
28	Cola
28	Cranberry_Muffins
28	Peaches
28	Apples
28	Bananas
28	Plain_Bagels
28	Toothpaste
28	Fruit_Drink
28	Strawberry_Drink
28	Taco_Salad
28	Pretzels
28	Canned_Tuna
28	Licorice
28	Hamburger_Buns
28	Rye_Bread
28	Orange_flav_Fruit_Bars
28	Cheese
28	Polish_Sausage
28	Domestic_Beer
28	Mixed_Nuts
28	Donuts
28	Wheat_Bread
28	Creamy_Peanut_Butter
28	Sweet_Relish
28	Ravioli
28	White_Zinfandel_Wine
28	Counter_Cleaner
28	Baked_Beans
28	Bubble_Gum
28	Regular_Coffee
28	Canned_Peaches
28	Cookies
28	Dandruff_Shampoo
28	Aspirin
28	Squash
28	Grits
28	Potatoes
28	Small_Eggs
29	98pct_Fat_Free_Hamburger
29	Sugar_Cookies
29	Cottage_Cheese
29	Apple_Fruit_Roll
29	Frozen_Cheese_Pizza
29	Liquid_Laundry_Detergent
29	Cranberry_Juice
29	2pct_Milk
29	Popcorn_Salt
29	Eggs
29	Chicken_Breast_-_Frozen
29	Sandwich_Bags
29	Frozen_Peas
29	Broccoli
29	Toilet_Paper
29	Apple_Jelly
30	Roasted_Chicken
31	Fudge_Cookies
31	Sunglasses
31	Polish_Sausage
32	Mixed_Vegetables
32	flav_Ice
33	Canned_Tuna
34	60_Watt_Lightbulb
34	Instant_Rice
34	Apples
35	Orange_flav_Fruit_Bars
36	Salsa_Dip
37	Potato_Chips
38	Hair_Conditioner
38	98pct_Fat_Free_Hamburger
38	Vanilla_Ice_Cream
38	Potato_Chips
38	Diet_Soda
38	Salsa_Dip
38	Buttered_Popcorn
38	Cheese_Crackers
38	Screw_Driver
38	Sesame_Oil
38	Apple_Fruit_Roll
38	AA_Cell_Batteries
38	Honey_Roasted_Peanuts
38	Manicotti
38	Toilet_Bowl_Cleaner
38	Liquid_Laundry_Detergent
38	Canned_Peas
38	Avocado_Dip
38	Cantaloupe
38	Wash_Towels
38	Cat_Food
38	Plums
38	Flour
38	Hot_Chicken_Wings
38	Orange_Juice
38	75_Watt_Lightbulb
38	Deli_Salad
38	English_Muffins
38	Pepperoni_Pizza_-_Frozen
38	Corn_Chips
38	Hot_Dogs
38	Frozen_Shrimp
38	Raisins
38	Paper_Plates
38	2pct_Milk
38	Popcorn_Salt
38	Tomatoes
38	Eggs
38	White_Bread
38	Chicken_Breast_-_Frozen
38	Sharp_Cheddar_Cheese
38	Cola
38	Plastic_Knives
38	Apples
38	Sunglasses
38	Bananas
38	C_Cell_Batteries
38	Toothpaste
38	Cauliflower
38	Buttermilk
38	Beef_Hot_Dogs
38	Mandarin_Oranges
38	Pretzels
38	Plain_Blueberry_Muffins
38	Canned_Tuna
38	Multi-Grain_Wheat_Bread
38	Raspberry_Fruit_Roll
38	Orange_flav_Fruit_Bars
38	Polish_Sausage
38	Domestic_Beer
38	Garlic
38	Cole_Slaw
38	Broccoli
38	Ranch_Dip
38	Wheat_Bread
38	Oven_Cleaner
38	Creamy_Peanut_Butter
38	Sweet_Relish
38	Cheese_Dip
38	Colby_Cheese
38	Lollipops
38	Blueberry_Yogurt
38	Mixed_Vegetables
38	Toilet_Paper
38	White_Wine
38	Columbian_Coffee
38	Graham_Crackers
38	Scissors
38	Muffins
38	Counter_Cleaner
38	Creamed_Corn
38	Cream_Cheese
38	Bubble_Gum
38	Canned_Peaches
38	BBQ_Potato_Chips
38	Aspirin
38	Salt
38	Beef_Jerky
38	Potatoes
39	Wash_Towels
40	Sweet_Relish
41	flav_Fruit_Bars
42	98pct_Fat_Free_Hamburger
42	Sugar_Cookies
42	Potato_Chips
42	Paper_Towels
42	Waffles
42	Apple_Fruit_Roll
42	Lettuce
42	Green_Pepper
42	Chardonnay_Wine
42	Apple_Cinnamon_Waffles
42	100_Watt_Lightbulb
42	Wash_Towels
42	Fresh_Lima_Beans
42	flav_Fruit_Bars
42	Deli_Salad
42	Strawberry_Preserves
42	Trash_Bags
42	Hot_Dogs
42	Raisins
42	Shampoo
42	Pancake_Mix
42	Paper_Plates
42	Bologna
42	2pct_Milk
42	Vanilla_Wafers
42	Tomatoes
42	Eggs
42	White_Bread
42	Diet_Cola
42	Chardonnay
42	C_Cell_Batteries
42	Hot_Dog_Buns
42	Apple_Jam
42	Cauliflower
42	Ground_Beef
42	Canned_Tuna
42	Roasted_Chicken
42	Hamburger_Buns
42	French_Fries
42	Ramen_Noodles
42	Cole_Slaw
42	Donuts
42	Paper_Cups
42	Plastic_Forks
42	Columbian_Coffee
42	Ravioli
42	Grape_flav_Fruit_Bars
42	Baked_Beans
42	Cream_Cheese
42	Chicken_Legs
42	Chunky_Peanut_Butter
42	Salt
43	Vegetable_Soup
43	Deli_Turkey
43	Hot_Dogs
43	Bologna
43	Mandarin_Oranges
43	Frozen_Chicken_Thighs
44	Onions
44	Chocolate_Chip_Cookies
44	Tomatoes
44	Grape_Jam
44	Ramen_Noodles
45	Wheat_Bread
46	Strawberry_Soda
47	Tissues
48	98pct_Fat_Free_Hamburger
48	D_Cell_Batteries
48	Decaf_Coffee
48	Tomato_Soup
48	Hot_Dogs
48	2pct_Milk
48	Toothbrush
48	Peaches
48	Plain_Bagels
48	Oranges
48	Hamburger_Buns
48	Lollipops
49	Cottage_Cheese
50	98pct_Fat_Free_Hamburger
50	Cheese_Crackers
50	Toilet_Bowl_Cleaner
50	Shrimp_Cocktail_Sauce
50	Mushrooms
50	Chocolate_Chip_Cookies
50	Vegetable_Soup
50	Mushroom_Pizza_-_Frozen
50	Sour_Cream
50	Hot_Dogs
50	Tomatoes
50	Eggs
50	Fudge_Cookies
50	Chardonnay
50	Bananas
50	Ramen_Noodles
50	Polish_Sausage
50	Broccoli
50	Sweet_Relish
50	Cheese_Dip
50	Mixed_Vegetables
50	Bubble_Gum
50	Grapefruit_Juice
50	Beef_Jerky
51	Hair_Conditioner
51	Vegetable_Oil
51	Apples
51	Columbian_Coffee
52	Pepper
53	Frozen_Chicken_Wings
53	Dishwasher_Detergent
53	Potato_Chips
53	Diet_Soda
53	Paper_Towels
53	Salsa_Dip
53	Cheese_Crackers
53	Sesame_Oil
53	Noodle_Soup
53	Liquid_Laundry_Detergent
53	Frozen_Broccoli
53	Frozen_Sausage_Pizza
53	Summer_Sausage
53	Sour_Cream
53	Deli_Salad
53	Deli_Turkey
53	Glass_Cleaner
53	Trash_Bags
53	Hot_Dogs
53	Carrots
53	Merlot_Wine
53	Raisins
53	Cranberry_Juice
53	Shampoo
53	Pancake_Mix
53	Bologna
53	2pct_Milk
53	Popcorn_Salt
53	Vanilla_Wafers
53	Canned_Mixed_Fruit
53	Spaghetti
53	White_Bread
53	Cheese_Spread
53	Sharp_Cheddar_Cheese
53	Cola
53	Plastic_Knives
53	Liquid_Soap
53	Apples
53	Bananas
53	Hot_Dog_Buns
53	Pepper
53	Toothpaste
53	Fruit_Drink
53	Peanut_Butter_Cookies
53	Pretzels
53	Garlic_Bread
53	Rye_Bread
53	French_Fries
53	Broccoli
53	Sponge
53	Paper_Cups
53	Wheat_Bread
53	Oven_Cleaner
53	Tomato_Sauce
53	Lollipops
53	Mixed_Vegetables
53	Toilet_Paper
53	Columbian_Coffee
53	Whole_Milk
53	Grape_flav_Fruit_Bars
53	Counter_Cleaner
53	Creamed_Corn
53	Dandruff_Shampoo
53	Sweet_Potatoes
53	Squash
53	Apple_Jelly
54	Lemons
54	98pct_Fat_Free_Hamburger
54	Sugar_Cookies
54	Onions
54	Beets
54	Cottage_Cheese
54	Waffles
54	Decaf_Coffee
54	Cream_Soda
54	Noodle_Soup
54	Frozen_Sausage_Pizza
54	Mild_Cheddar_Cheese
54	Apple_Sauce
54	Hot_Chicken_Wings
54	Vegetable_Soup
54	English_Muffins
54	Corn_Chips
54	Tangerines
54	Hot_Dogs
54	Raisins
54	Eggs
54	Canned_Mixed_Fruit
54	White_Bread
54	Cheese_Spread
54	Turkey_Noodle_Soup
54	C_Cell_Batteries
54	Plain_Bagels
54	Toothpaste
54	Canned_Tuna
54	Hamburger_Buns
54	Domestic_Beer
54	Wheat_Bread
54	Oven_Cleaner
54	Sweet_Relish
54	Scissors
54	Apple_Juice
54	Provolone_Cheese
54	Sweet_Potatoes
54	Chunky_Peanut_Butter
54	Strawberry_Waffles
54	Green_Beans
54	flav_Ice
55	98pct_Fat_Free_Hamburger
55	Cantaloupe
55	Cranberry_Juice
55	Mandarin_Oranges
56	Potato_Chips
57	Mild_Cheddar_Cheese
58	White_Bread
59	Frosted_Donuts
60	Potato_Chips
60	Cheese_Crackers
60	Frozen_Cheese_Pizza
60	Manicotti
60	Hot_Chicken_Wings
60	Strawberry_Jam
60	75_Watt_Lightbulb
60	English_Muffins
60	Grape_Fruit_Roll
60	2pct_Milk
60	Vegetable_Oil
60	Chicken_Soup
60	Hot_Chocolate
60	Cola
60	Peaches
60	C_Cell_Batteries
60	Apple_Jam
60	Fruit_Drink
60	French_Roast_Coffee
60	Taco_Salad
60	Canned_Tuna
60	Chicken_Noodle_Soup
61	Tomatoes
62	Sesame_Oil
62	Beef_Hot_Dogs
63	Cola
63	Grapefruit_Juice
64	Beef_Soup
65	Frozen_Peas
66	French_Fries
67	Apple_Fruit_Roll
68	Hair_Conditioner
68	Lemons
68	98pct_Fat_Free_Hamburger
68	Onions
68	Beets
68	Cottage_Cheese
68	Strawberry_Yogurt
68	D_Cell_Batteries
68	Salsa_Dip
68	Buttered_Popcorn
68	Cheese_Crackers
68	Smoked_Turkey_Sliced
68	Apple_Fruit_Roll
68	Soda_Crackers
68	AA_Cell_Batteries
68	Frozen_Cheese_Pizza
68	Tomato_Soup
68	Manicotti
68	Liquid_Laundry_Detergent
68	Instant_Rice
68	Cantaloupe
68	Summer_Sausage
68	Plums
68	flav_Fruit_Bars
68	Plain_Rye_Bread
68	Jelly_Filled_Donuts
68	Chocolate_Chip_Cookies
68	Vegetable_Soup
68	Sour_Cream
68	Deli_Salad
68	English_Muffins
68	Apple_Soda
68	Trash_Bags
68	Corn_Chips
68	Hot_Dogs
68	Can_Opener
68	Grape_Fruit_Roll
68	Raisins
68	Shampoo
68	Pancake_Mix
68	Paper_Plates
68	Bologna
68	2pct_Milk
68	Frozen_Cauliflower
68	Vegetable_Oil
68	Chicken_Soup
68	Hot_Chocolate
68	Spaghetti
68	White_Bread
68	Cheese_Spread
68	Fudge_Cookies
68	Chicken_Breast_-_Frozen
68	Limes
68	Chardonnay
68	Turkey_Noodle_Soup
68	Bananas
68	Sandwich_Bags
68	Hot_Dog_Buns
68	Pepper
68	Cauliflower
68	Black-eyed_Peas
68	Ground_Beef
68	Pretzels
68	Garlic_Bread
68	Hamburger_Buns
68	Rye_Bread
68	Sesame_Crackers
68	Ramen_Noodles
68	Soft_Tissue
68	Orange_flav_Fruit_Bars
68	Apple_Drink
68	Domestic_Beer
68	Garlic
68	Sliced_Chicken
68	Broccoli
68	Wheat_Bread
68	Tomato_Sauce
68	Sweet_Relish
68	Cheese_Dip
68	Chicken_Noodle_Soup
68	Fingernail_Clippers
68	Lollipops
68	Frozen_Chicken_Thighs
68	White_Zinfandel_Wine
68	Strawberry_Fruit_Roll
68	Red_Pepper
68	Canned_Beets
68	Canned_Peaches
68	Aspirin
68	Apple_Jelly
69	Cheese_Spread
69	Cola
69	Peaches
70	100_Watt_Lightbulb
71	Frozen_Cheese_Pizza
72	Colby_Cheese
73	Broccoli
74	Regular_Coffee
75	Dried_Apples
75	Pepper
76	Cranberry_Juice
77	Diet_Cola
78	Lettuce
78	Bubble_Gum
79	Hair_Conditioner
79	Dishwasher_Detergent
79	Diet_Soda
79	Waffles
79	60_Watt_Lightbulb
79	Ice_Cream_Sandwich
79	Green_Pepper
79	Frozen_Broccoli
79	100_Watt_Lightbulb
79	Mild_Cheddar_Cheese
79	Mushrooms
79	Orange_Juice
79	Mushroom_Pizza_-_Frozen
79	Deli_Turkey
79	Brown_Sugar
79	Frozen_Shrimp
79	Paper_Plates
79	Bologna
79	2pct_Milk
79	Chicken_Soup
79	Canned_Mixed_Fruit
79	Sharp_Cheddar_Cheese
79	Cola
79	Liquid_Soap
79	Peaches
79	Bananas
79	Sandwich_Bags
79	Apple_Jam
79	Cauliflower
79	Black-eyed_Peas
79	Peanut_Butter_Cookies
79	Garlic_Bread
79	Roasted_Chicken
79	Polish_Sausage
79	Garlic
79	Cole_Slaw
79	Sliced_Chicken
79	Toilet_Paper
79	Red_Pepper
79	Dandruff_Shampoo
79	Squash
79	Beef_Jerky
80	Orange_Juice
80	Bologna
80	Bananas
81	Chocolate_Bar
81	Paper_Plates
82	Honey_Roasted_Peanuts
82	Peaches
82	Soft_Tissue
83	Cream_Soda
84	Hair_Conditioner
84	98pct_Fat_Free_Hamburger
84	Cottage_Cheese
84	Potato_Chips
84	Mouthwash
84	Sugar
84	Chardonnay_Wine
84	flav_Fruit_Bars
84	Mushrooms
84	Sour_Cream
84	Glass_Cleaner
84	Pepperoni_Pizza_-_Frozen
84	Hot_Dogs
84	Grape_Fruit_Roll
84	Raisins
84	2pct_Milk
84	Chicken_Soup
84	White_Bread
84	Grape_Jelly
84	Diet_Cola
84	Dried_Apricots
84	Cola
84	Oranges
84	Microwave_Popcorn
84	French_Roast_Coffee
84	Ramen_Noodles
84	Orange_flav_Fruit_Bars
84	Domestic_Beer
84	Tissues
84	Plastic_Forks
84	Popcorn
84	Mixed_Vegetables
84	Scissors
84	Baked_Beans
84	Oven_Mitt
84	Squash
84	Green_Beans
84	Small_Eggs
85	Ranch_Dip
86	Smoked_Turkey_Sliced
86	Plums
86	Chocolate_Chip_Cookies
86	Raisins
86	Cranberry_Juice
86	Shampoo
86	2pct_Milk
86	Eggs
86	Fudge_Cookies
86	Diet_Cola
86	Cola
86	Oranges
86	Hamburger_Buns
86	Domestic_Beer
86	Chicken_TV_Dinner
86	Cole_Slaw
86	Paper_Cups
86	Cheese_Dip
86	Lollipops
86	Mixed_Vegetables
86	Baked_Beans
86	flav_Ice
87	Frozen_Chicken_Wings
87	Sugar_Cookies
87	Onions
87	Dishwasher_Detergent
87	Cottage_Cheese
87	Strawberry_Yogurt
87	Cheese_flav_Chips
87	AA_Cell_Batteries
87	Tomato_Soup
87	Manicotti
87	Frozen_Broccoli
87	Canned_Peas
87	Apple_Cinnamon_Waffles
87	100_Watt_Lightbulb
87	Wash_Towels
87	Mild_Cheddar_Cheese
87	Fruit_Roll
87	Deli_Salad
87	English_Muffins
87	Strawberry_Preserves
87	Pepperoni_Pizza_-_Frozen
87	Dried_Apples
87	Grape_Fruit_Roll
87	Shampoo
87	Bologna
87	2pct_Milk
87	Tomatoes
87	Eggs
87	Canned_Mixed_Fruit
87	White_Bread
87	Fudge_Cookies
87	Dried_Apricots
87	Cola
87	Plastic_Knives
87	Toothbrush
87	Cranberry_Muffins
87	Bananas
87	Sandwich_Bags
87	Toothpaste
87	Apple_Jam
87	Whole_Corn
87	Licorice
87	Roasted_Chicken
87	Hamburger_Buns
87	Rye_Bread
87	Raspberry_Fruit_Roll
87	Cole_Slaw
87	Wheat_Bread
87	Tomato_Sauce
87	Plastic_Forks
87	Creamy_Peanut_Butter
87	White_Wine
87	Muffins
87	Bubble_Gum
87	Regular_Coffee
87	Apple_Juice
87	Plastic_Spoons
87	Aspirin
87	Chunky_Peanut_Butter
87	Salt
87	Beef_Jerky
87	Small_Eggs
88	Columbian_Coffee
89	Peach_Shampoo
89	Toilet_Paper
90	Chunky_Peanut_Butter
91	Hair_Conditioner
91	98pct_Fat_Free_Hamburger
91	Sugar_Cookies
91	Dishwasher_Detergent
91	Mint_Chocolate_Bar
91	Buttered_Popcorn
91	Mouthwash
91	Waffles
91	Decaf_Coffee
91	Smoked_Turkey_Sliced
91	Sesame_Oil
91	Red_Wine
91	Cream_Soda
91	Lettuce
91	AA_Cell_Batteries
91	Tomato_Soup
91	Instant_Rice
91	Canned_Peas
91	Avocado_Dip
91	Cantaloupe
91	Shrimp_Cocktail_Sauce
91	100_Watt_Lightbulb
91	Whole_Green_Beans
91	Turkey_TV_Dinner
91	Frosted_Donuts
91	Plums
91	Mild_Cheddar_Cheese
91	Flour
91	Orange_Juice
91	Corn_Chips
91	Tangerines
91	Hot_Dogs
91	Grape_Fruit_Roll
91	Merlot_Wine
91	Cranberry_Juice
91	Shampoo
91	2pct_Milk
91	Popcorn_Salt
91	Chicken_Soup
91	Canned_Mixed_Fruit
91	Hot_Chocolate
91	White_Bread
91	Fudge_Cookies
91	Sharp_Cheddar_Cheese
91	Cola
91	Plastic_Knives
91	Cranberry_Muffins
91	Peaches
91	C_Cell_Batteries
91	Oranges
91	Microwave_Popcorn
91	Blueberry_Bagels
91	Buttermilk
91	Grape_Jam
91	Pretzels
91	Canned_Tuna
91	Roasted_Chicken
91	Hamburger_Buns
91	Ramen_Noodles
91	Cheese
91	Frozen_Corn
91	Paper_Cups
91	Wheat_Bread
91	Cheese_Dip
91	Colby_Cheese
91	White_Zinfandel_Wine
91	Graham_Crackers
91	Baked_Beans
91	Cream_Cheese
91	Grapefruit_Juice
91	Dandruff_Shampoo
91	Sweet_Potatoes
91	Strawberry_Waffles
91	Beef_Jerky
91	Potatoes
92	Frozen_Sausage_Pizza
93	Orange_flav_Fruit_Bars
94	98pct_Fat_Free_Hamburger
94	Sugar_Cookies
94	Plain_English_Muffins
94	Sugar
94	Waffles
94	Instant_Rice
94	Blueberry_Muffins
94	Summer_Sausage
94	Plums
94	Flour
94	Frozen_Shrimp
94	Pancake_Mix
94	Eggs
94	Plastic_Knives
94	Apples
94	Regular_Hamburger
94	Roasted_Chicken
94	Hamburger_Buns
94	Ramen_Noodles
94	Sweet_Relish
94	Strawberry_Fruit_Roll
94	Canned_Beets
94	Cream_Cheese
94	Wood_Polish
94	Potatoes
95	Sweat_Potatoes
96	Sweet_Relish
97	Orange_Juice
97	Eggs
97	French_Fries
98	Cream_Cheese
99	Eggs
99	Chicken_Breast_-_Frozen
100	White_Bread
101	Flathead_Screwdriver
101	Regular_Coffee
102	Pepper
102	Plain_Blueberry_Muffins
103	Manicotti
103	Pretzels
104	Sesame_Crackers
105	Frozen_Sausage_Pizza
105	flav_Fruit_Bars
105	Frozen_Chicken_Thighs
105	Canned_Peaches
106	C_Cell_Batteries
107	Cola
108	Cream_Cheese
109	Strawberry_Yogurt
109	Paper_Towels
109	Honey_Roasted_Peanuts
109	Frozen_Cheese_Pizza
109	Liquid_Laundry_Detergent
109	Chardonnay_Wine
109	Mushrooms
109	Hot_Chicken_Wings
109	Hot_Dogs
109	Cauliflower
109	Garlic_Bread
109	Hamburger_Buns
109	Wheat_Bread
109	Sweet_Relish
109	Cream_Cheese
110	Chardonnay_Wine
110	Ramen_Noodles
111	Waffles
111	Apple_Fruit_Roll
111	Honey_Roasted_Peanuts
111	Avocado_Dip
111	Chocolate_Chip_Cookies
111	Hot_Dogs
111	Cranberry_Juice
111	Paper_Plates
111	Eggs
111	Frozen_Carrots
111	Hot_Dog_Buns
111	Toothpaste
111	Canned_Tuna
111	Garlic_Bread
111	Rye_Bread
111	Garlic
111	Cole_Slaw
111	Sliced_Turkey
111	Sliced_Chicken
111	Blueberry_Yogurt
111	Ravioli
111	Scissors
111	Sweet_Potatoes
112	Dried_Apples
113	Hair_Conditioner
113	Lemons
113	98pct_Fat_Free_Hamburger
113	Potato_Chips
113	Strawberry_Yogurt
113	Soda_Crackers
113	Toilet_Bowl_Cleaner
113	Blueberry_Muffins
113	Shrimp_Cocktail_Sauce
113	Mushrooms
113	Orange_Juice
113	Oats_and_Nuts_Cereal
113	Brown_Sugar
113	Corn_Chips
113	Tangerines
113	Dried_Apples
113	Pancake_Mix
113	Popcorn_Salt
113	Frozen_Cauliflower
113	Eggs
113	White_Bread
113	Sharp_Cheddar_Cheese
113	Nasal_Spray
113	Toothbrush
113	Turkey_Noodle_Soup
113	C_Cell_Batteries
113	Pepper
113	Blueberry_Bagels
113	Taco_Salad
113	Licorice
113	Garlic_Bread
113	Frozen_Peas
113	Raspberry_Fruit_Roll
113	Wheat_Bread
113	Chicken_Noodle_Soup
113	Frozen_Chicken_Thighs
113	Mixed_Vegetables
113	Columbian_Coffee
113	Dandruff_Shampoo
113	Aspirin
113	Squash
113	Pancakes
113	flav_Ice
113	Potatoes
114	Standard_coffee
114	Liquid_Laundry_Detergent
114	Hot_Chicken_Wings
114	Deli_Turkey
114	White_Bread
114	Hamburger_Buns
114	Cole_Slaw
114	Wheat_Bread
114	Toilet_Paper
114	Ravioli
114	Plastic_Spoons
115	Matches
115	Cookies
116	White_Bread
117	Plastic_Knives
117	Fruit_Drink
117	Garlic_Bread
118	98pct_Fat_Free_Hamburger
118	Sugar_Cookies
118	Potato_Chips
118	Ice_Cream_Sandwich
118	Liquid_Laundry_Detergent
118	Cantaloupe
118	Frosted_Donuts
118	flav_Fruit_Bars
118	Sour_Cream
118	Beef_Soup
118	Corn_Chips
118	Cranberry_Juice
118	Bologna
118	Popcorn_Salt
118	Spaghetti
118	White_Bread
118	Fudge_Cookies
118	Plastic_Knives
118	Chardonnay
118	Sandwich_Bags
118	Pepper
118	Plain_Bagels
118	Mandarin_Oranges
118	Rye_Bread
118	Ramen_Noodles
118	Chicken_TV_Dinner
118	Cheese_Dip
118	Chicken_Noodle_Soup
118	Plain_White_Bread
118	Toilet_Paper
118	Grapefruit_Juice
118	Regular_Coffee
118	Wood_Polish
118	Apple_Jelly
119	Hair_Conditioner
119	Lemons
119	Sugar_Cookies
119	Beets
119	Strawberry_Yogurt
119	Buttered_Popcorn
119	Deodorant
119	Smoked_Turkey_Sliced
119	Sesame_Oil
119	Cream_Soda
119	Honey_Roasted_Peanuts
